link,start,end,video,utterance,arousal,valence,EmotionMaxVote
https://www.youtube.com/watch?v=dqMwSvDD1eo,60.1963559322034,63.5961501210654,243cff084,utterance_8.mp4,0.363563654902,-0.234135167822,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,64.3961016949153,75.5287610976594,243cff084,utterance_9.mp4,0.477684304862,0.068649047409,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,75.8287429378531,78.1952663438257,243cff084,utterance_10.mp4,0.132599790765,-0.0431417685965,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,78.3952542372881,85.9281315577078,243cff084,utterance_11.mp4,0.336951375458,-0.011396228706,1
https://www.youtube.com/watch?v=dqMwSvDD1eo,86.0947881355932,86.8947397094431,243cff084,utterance_12.mp4,0.162501561856,-0.140731030001,1
https://www.youtube.com/watch?v=dqMwSvDD1eo,87.261384180791,92.9610391444713,243cff084,utterance_13.mp4,0.44893291264,-0.0731365593868,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,93.0943644067797,95.8941949152542,243cff084,utterance_14.mp4,0.481020213114,0.166785488682,3
https://www.youtube.com/watch?v=dqMwSvDD1eo,96.3608333333333,99.8606214689266,243cff084,utterance_15.mp4,0.154614530293,0.0116070163262,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,100.093940677966,112.526521388216,243cff084,utterance_16.mp4,0.363359737435,-0.0230889868771,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,112.926497175141,119.026127925747,243cff084,utterance_17.mp4,0.348965202774,-0.0654876126528,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,119.226115819209,122.392590799031,243cff084,utterance_18.mp4,0.155932897485,-0.423530511822,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,122.492584745763,124.059156577885,243cff084,utterance_19.mp4,0.172269721868,-0.459961646897,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,124.592457627119,127.725601291364,243cff084,utterance_20.mp4,0.250652268647,-0.201881865742,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,128.325564971751,132.691967312349,243cff084,utterance_21.mp4,0.220341170912,0.0256956982985,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,133.691906779661,134.491858353511,243cff084,utterance_22.mp4,0.461601911962,-0.119687821898,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,134.858502824859,136.158424132365,243cff084,utterance_23.mp4,0.478633492771,-0.223312547242,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,136.258418079096,141.058127522195,243cff084,utterance_24.mp4,0.374703131137,-0.151163130008,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,141.858079096045,145.45786117837,243cff084,utterance_25.mp4,0.338407033742,-0.120397917521,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,145.824505649718,148.324354317998,243cff084,utterance_26.mp4,0.13204593438,-0.106664478304,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,149.090974576271,150.790871670702,243cff084,utterance_27.mp4,0.205620977505,0.0438936473327,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,150.957528248588,151.657485875706,243cff084,utterance_28.mp4,0.149413399982,-0.142687590859,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,151.890805084746,153.32405165456,243cff084,utterance_29.mp4,0.165631129608,-0.0856681333426,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,0,3.33524904214559,7459327df,utterance_1.mp4,0.365209606469,-0.0587310885545,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,3.96894636015326,4.53593869731801,7459327df,utterance_2.mp4,0.581527306536,0.15538682126,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,4.66934865900383,9.03852490421456,7459327df,utterance_3.mp4,0.656690783071,0.264662283605,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,9.33869731800766,11.6400191570881,7459327df,utterance_4.mp4,0.597434104002,-0.24361595568,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,12.3737739463602,14.8752107279693,7459327df,utterance_5.mp4,0.584743291963,-0.490764703523,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,16.1092528735632,17.3766475095785,7459327df,utterance_6.mp4,0.0942973501841,-0.103704552482,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,17.7435249042146,18.4439272030651,7459327df,utterance_7.mp4,0.252232769103,0,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,18.9108620689655,22.67969348659,7459327df,utterance_8.mp4,0.37745273142,0.0558358040238,3
https://www.youtube.com/watch?v=dXLy35Tm9q0,23.3467432950192,24.0471455938697,7459327df,utterance_9.mp4,0.228462301989,-0.066377779342,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,24.5140804597701,25.6147126436782,7459327df,utterance_10.mp4,0.340428607726,-0.454533346407,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,26.1483524904215,28.3496168582375,7459327df,utterance_11.mp4,0.418376712397,-0.385959675895,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,28.4830268199234,30.6842911877395,7459327df,utterance_12.mp4,0.339299580442,-0.430351892914,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,30.8177011494253,34.2196551724138,7459327df,utterance_13.mp4,0.728490294728,-0.5402967748,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,34.5531800766283,38.8890038314176,7459327df,utterance_14.mp4,0.418309853262,0.0397952806293,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,43.1914750957854,45.0258620689655,7459327df,utterance_16.mp4,0.31531656506,-0.369328434556,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,45.059214559387,47.2604789272031,7459327df,utterance_17.mp4,0.417757040641,-0.0331803700718,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,47.8608237547893,48.79469348659,7459327df,utterance_18.mp4,0.326910681649,-0.201516632693,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,49.0281609195402,51.0293103448276,7459327df,utterance_19.mp4,0.313991820292,-0.530004094494,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,51.8297701149425,54.2311494252874,7459327df,utterance_20.mp4,0.332945859079,0.343402161932,2
https://www.youtube.com/watch?v=dXLy35Tm9q0,57.6664559386973,60.7348850574713,7459327df,utterance_21.mp4,0.301174623701,0.522767028189,3
https://www.youtube.com/watch?v=epWOjxom-is,0,1.56751504211793,a3f32e3a3,utterance_1.mp4,0.113025286037,0.449800851563,4
https://www.youtube.com/watch?v=epWOjxom-is,2.80151624548736,3.93546329723225,a3f32e3a3,utterance_2.mp4,0.533747164218,0.582749835243,3
https://www.youtube.com/watch?v=epWOjxom-is,4.90265342960289,8.47125150421179,a3f32e3a3,utterance_3.mp4,0.501205161591,0.124947729769,1
https://www.youtube.com/watch?v=epWOjxom-is,9.10492779783393,9.73860409145608,a3f32e3a3,utterance_4.mp4,0.335085905255,0.0197670254117,1
https://www.youtube.com/watch?v=epWOjxom-is,11.4395246690734,17.3427196149218,a3f32e3a3,utterance_5.mp4,0.372474616828,0.0409560999341,4
https://www.youtube.com/watch?v=epWOjxom-is,17.9763959085439,20.177587244284,a3f32e3a3,utterance_6.mp4,0.31043606315,-0.0101877649813,4
https://www.youtube.com/watch?v=epWOjxom-is,20.3109927797834,22.612238267148,a3f32e3a3,utterance_7.mp4,0.339783410996,0.14870410256,4
https://www.youtube.com/watch?v=epWOjxom-is,23.5794283995187,29.1491095066185,a3f32e3a3,utterance_8.mp4,0.33385128529,0.122430262244,1
https://www.youtube.com/watch?v=epWOjxom-is,29.8828399518652,40.0883634175692,a3f32e3a3,utterance_9.mp4,0.589849683192,0.319562597131,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,3.96983746336264,6.7720756727951,b32a6ac3b,utterance_1.mp4,0.535749773288,0.258145873397,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,10.0413535837996,30.0573407940314,b32a6ac3b,utterance_3.mp4,0.688468984762,0.120797642859,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,30.3575806021849,33.7269384492406,b32a6ac3b,utterance_4.mp4,0.710031303537,0.0359714799198,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,33.8603783639755,37.8302158273381,b32a6ac3b,utterance_5.mp4,0.761686583979,0.0174211471392,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,38.2972555289102,45.7365307753797,b32a6ac3b,utterance_6.mp4,0.754284040106,0.0478978750662,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,46.0034106048495,47.3044497735145,b32a6ac3b,utterance_7.mp4,0.799124280961,0.084120891391,1
https://www.youtube.com/watch?v=CdNDoxHEkEY,47.6380495603517,78.2958699706901,b32a6ac3b,utterance_8.mp4,0.803504620452,0.12944819007,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,78.4626698641087,85.4349054090061,b32a6ac3b,utterance_9.mp4,0.778258149701,0.137017002519,3
https://www.youtube.com/watch?v=80W6TH6U_XE,10.5073043478261,11.2077913043478,c9f0e3623,utterance_2.mp4,0.286762763684,-0.673888960019,1
https://www.youtube.com/watch?v=80W6TH6U_XE,19.8471304347826,21.7150956521739,c9f0e3623,utterance_3.mp4,0.474581023651,-0.681221915454,0
https://www.youtube.com/watch?v=80W6TH6U_XE,23.5830608695652,25.3843130434783,c9f0e3623,utterance_4.mp4,0.349103677182,-0.629839951726,0
https://www.youtube.com/watch?v=80W6TH6U_XE,25.6845217391304,27.4857739130435,c9f0e3623,utterance_5.mp4,0.461702205362,-0.562134288274,1
https://www.youtube.com/watch?v=80W6TH6U_XE,29.1869565217391,29.8874434782609,c9f0e3623,utterance_6.mp4,0.230323304633,-0.617357719425,1
https://www.youtube.com/watch?v=80W6TH6U_XE,37.3593043478261,38.860347826087,c9f0e3623,utterance_7.mp4,0.426936094535,-0.0250921655378,4
https://www.youtube.com/watch?v=80W6TH6U_XE,46.4656347826087,47.2328347826087,c9f0e3623,utterance_8.mp4,0.618998133183,-0.231841257413,4
https://www.youtube.com/watch?v=80W6TH6U_XE,47.3996173913043,48.4003130434783,c9f0e3623,utterance_9.mp4,0.428346783087,-0.0311864903214,3
https://www.youtube.com/watch?v=WkATt_NIW6E,0,16.8499721999135,cbb64e001,utterance_1.mp4,0.34819847261,0.0414509563481,4
https://www.youtube.com/watch?v=WkATt_NIW6E,17.0501698894174,18.184623463273,cbb64e001,utterance_2.mp4,0.245751687225,0.0201866592622,4
https://www.youtube.com/watch?v=WkATt_NIW6E,18.6851176870328,20.4201643294001,cbb64e001,utterance_3.mp4,0.340202210025,0.0168355411736,4
https://www.youtube.com/watch?v=WkATt_NIW6E,20.5536294557361,23.356397108791,cbb64e001,utterance_4.mp4,0.20750689055,0.134796535913,4
https://www.youtube.com/watch?v=WkATt_NIW6E,23.5899610798789,29.6626243281646,cbb64e001,utterance_5.mp4,0.212595681324,0.259584165627,4
https://www.youtube.com/watch?v=WkATt_NIW6E,33.866775807747,35.4016247606104,cbb64e001,utterance_7.mp4,0.204828655658,0.304592699419,4
https://www.youtube.com/watch?v=WkATt_NIW6E,35.7352875764502,44.3104219435349,cbb64e001,utterance_8.mp4,0.389820812815,0.323128236491,4
https://www.youtube.com/watch?v=WkATt_NIW6E,44.6107184777908,46.5125965280781,cbb64e001,utterance_9.mp4,0.201798495619,0.24276064209,4
https://www.youtube.com/watch?v=WkATt_NIW6E,48.1141780441095,55.7550565268425,cbb64e001,utterance_10.mp4,0.404260829788,0.259788711656,4
https://www.youtube.com/watch?v=WkATt_NIW6E,56.0553530610984,63.6962315438315,cbb64e001,utterance_11.mp4,0.309463632038,0.335933874558,4
https://www.youtube.com/watch?v=WkATt_NIW6E,64.4636560202632,65.8650398467906,cbb64e001,utterance_12.mp4,0.174910909884,0.27017007131,4
https://www.youtube.com/watch?v=WkATt_NIW6E,67.499987644406,70.8699820843887,cbb64e001,utterance_13.mp4,0.331487488462,0.360803671319,4
https://www.youtube.com/watch?v=WkATt_NIW6E,71.4705751529005,79.3116513251375,cbb64e001,utterance_14.mp4,0.203011779982,0.202802865366,4
https://www.youtube.com/watch?v=WkATt_NIW6E,86.4186693025267,89.2548032371656,cbb64e001,utterance_16.mp4,0.20971056624,0.309553192186,4
https://www.youtube.com/watch?v=WkATt_NIW6E,89.6885648977575,96.8623154383147,cbb64e001,utterance_17.mp4,0.17770945945,0.44634092924,4
https://www.youtube.com/watch?v=WkATt_NIW6E,98.0968678569222,103.26864150244,cbb64e001,utterance_18.mp4,0.191369324196,0.277893977388,4
https://www.youtube.com/watch?v=WkATt_NIW6E,103.468839191944,106.071409155495,cbb64e001,utterance_19.mp4,0.134338452451,0.151007374163,4
https://www.youtube.com/watch?v=WkATt_NIW6E,106.738734787175,109.341304750726,cbb64e001,utterance_20.mp4,0.158163933265,0.353285486055,4
https://www.youtube.com/watch?v=WkATt_NIW6E,109.775066411318,114.64654352258,cbb64e001,utterance_21.mp4,0.0561125779188,0.0889763216114,4
https://www.youtube.com/watch?v=WkATt_NIW6E,115.14703774634,119.317822944338,cbb64e001,utterance_22.mp4,0.110067296003,0.269390409292,4
https://www.youtube.com/watch?v=WkATt_NIW6E,120.519009081362,127.092166553407,cbb64e001,utterance_23.mp4,0.122507103173,0.211981142241,4
https://www.youtube.com/watch?v=WkATt_NIW6E,187.551868783592,199.563730153827,cbb64e001,utterance_31.mp4,0.36378983804,0.34427925396,4
https://www.youtube.com/watch?v=WkATt_NIW6E,200.865015135603,207.738469141904,cbb64e001,utterance_32.mp4,0.130363005264,0.145966398937,4
https://www.youtube.com/watch?v=WkATt_NIW6E,207.87193426824,214.445091740285,cbb64e001,utterance_33.mp4,0.14743351776,0.177987387611,4
https://www.youtube.com/watch?v=WkATt_NIW6E,214.878853400877,217.147760548588,cbb64e001,utterance_34.mp4,0.102254666121,0.156262469598,4
https://www.youtube.com/watch?v=WkATt_NIW6E,217.448057082844,220.517754988571,cbb64e001,utterance_35.mp4,0.0794473738758,0.132725063169,4
https://www.youtube.com/watch?v=WkATt_NIW6E,220.717952678075,224.721906468153,cbb64e001,utterance_36.mp4,0.146773224696,0.221931876779,4
https://www.youtube.com/watch?v=WkATt_NIW6E,224.922104157657,229.626749861,cbb64e001,utterance_37.mp4,0.165285451321,0.161202300594,4
https://www.youtube.com/watch?v=WkATt_NIW6E,230.060511521591,231.895657008711,cbb64e001,utterance_38.mp4,0.073171262523,0.116232659845,4
https://www.youtube.com/watch?v=WkATt_NIW6E,232.162587261383,242.472768270835,cbb64e001,utterance_39.mp4,0.134640955149,0.180785790811,4
https://www.youtube.com/watch?v=WkATt_NIW6E,244.074349786866,253.216710940878,cbb64e001,utterance_40.mp4,0.14330854375,0.29252945015,4
https://www.youtube.com/watch?v=WkATt_NIW6E,253.416908630382,255.785914622845,cbb64e001,utterance_41.mp4,0.0934020940356,0.0878762197572,4
https://www.youtube.com/watch?v=WkATt_NIW6E,256.920368196701,272.168758880583,cbb64e001,utterance_42.mp4,0.130041115491,0.230144220923,4
https://www.youtube.com/watch?v=WkATt_NIW6E,272.335590288503,278.708550071045,cbb64e001,utterance_43.mp4,0.277255210492,0.144680523196,4
https://www.youtube.com/watch?v=WkATt_NIW6E,279.108945450052,281.978445666275,cbb64e001,utterance_44.mp4,0.110059440123,0.246282590568,4
https://www.youtube.com/watch?v=WkATt_NIW6E,283.079532958547,284.480916785074,cbb64e001,utterance_45.mp4,0.063981815019,0.171987318,4
https://www.youtube.com/watch?v=WkATt_NIW6E,295.691987397294,298.027627108173,cbb64e001,utterance_48.mp4,0.135850733461,0.152872963065,4
https://www.youtube.com/watch?v=WkATt_NIW6E,298.261191079261,310.139587323161,cbb64e001,utterance_49.mp4,0.239800079183,0.31620903632,4
https://www.youtube.com/watch?v=WkATt_NIW6E,328.624507320689,331.360542410576,cbb64e001,utterance_53.mp4,0.353295816727,0.290491382849,4
https://www.youtube.com/watch?v=WkATt_NIW6E,332.127966887008,333.929746092543,cbb64e001,utterance_54.mp4,0.408434302943,0.306844777982,4
https://www.youtube.com/watch?v=WkATt_NIW6E,337.032810279854,345.674677210107,cbb64e001,utterance_56.mp4,0.153423778325,0.153986491102,4
https://www.youtube.com/watch?v=WkATt_NIW6E,346.141805152283,348.04368320257,cbb64e001,utterance_57.mp4,0.135628930576,0.145951250865,4
https://www.youtube.com/watch?v=WkATt_NIW6E,348.477444863162,349.078037931674,cbb64e001,utterance_58.mp4,0.221240151369,0.0821724242078,4
https://www.youtube.com/watch?v=WkATt_NIW6E,349.878828689689,351.146747389881,cbb64e001,utterance_59.mp4,0.243188850259,0.0949886120255,4
https://www.youtube.com/watch?v=WkATt_NIW6E,352.214468400568,352.848427750664,cbb64e001,utterance_60.mp4,0.161709654538,0.0753777769681,4
https://www.youtube.com/watch?v=WkATt_NIW6E,352.915160313832,353.515753382344,cbb64e001,utterance_61.mp4,0.16192670726,-0.0962963147624,4
https://www.youtube.com/watch?v=WkATt_NIW6E,355.017236053623,357.41960832767,cbb64e001,utterance_62.mp4,0.162074578677,0.0524118374344,4
https://www.youtube.com/watch?v=WkATt_NIW6E,358.987823562118,362.257719157349,cbb64e001,utterance_63.mp4,0.0788833025486,-0.0937314497091,4
https://www.youtube.com/watch?v=WkATt_NIW6E,364.35979489714,366.862266015939,cbb64e001,utterance_64.mp4,0.030862284718,0.0658226472676,4
https://www.youtube.com/watch?v=WkATt_NIW6E,367.162562550195,369.164539445234,cbb64e001,utterance_65.mp4,0.258576822785,0.011669415078,4
https://www.youtube.com/watch?v=WkATt_NIW6E,369.731766232162,372.534533885217,cbb64e001,utterance_66.mp4,0.0965694313785,-0.0507893232727,4
https://www.youtube.com/watch?v=WkATt_NIW6E,372.768097856304,375.637598072527,cbb64e001,utterance_67.mp4,0.0511751287465,0.075326868892,4
https://www.youtube.com/watch?v=WkATt_NIW6E,376.505121393711,379.608185581022,cbb64e001,utterance_68.mp4,0.0974730740476,0.0950227549961,4
https://www.youtube.com/watch?v=WkATt_NIW6E,379.775016988942,382.777982331501,cbb64e001,utterance_69.mp4,0.104270649546,0.155179769215,4
https://www.youtube.com/watch?v=WkATt_NIW6E,383.044912584172,388.817279298202,cbb64e001,utterance_70.mp4,0.205994742849,-0.0236187070414,3
https://www.youtube.com/watch?v=WkATt_NIW6E,391.453215543337,398.893896336566,cbb64e001,utterance_71.mp4,0.11708796978,0.170391145829,4
https://www.youtube.com/watch?v=WkATt_NIW6E,399.394390560326,401.496466300117,cbb64e001,utterance_72.mp4,0.0771212595007,0.0445584911032,4
https://www.youtube.com/watch?v=WkATt_NIW6E,401.730030271205,404.933193303268,cbb64e001,utterance_73.mp4,0.0330542083486,0,4
https://www.youtube.com/watch?v=WkATt_NIW6E,405.233489837524,413.942089330945,cbb64e001,utterance_74.mp4,0.0504606745986,0.0834601091872,4
