rootfolder,video,utterance,arousal,valence,fold
4ae5ecb00,4ae5ecb00_1,utterance_5.mp4,0.6015572137,0.122763137,1
4ae5ecb00,4ae5ecb00_1,utterance_6.mp4,0.5570697333,0.1903394723,1
4ae5ecb00,4ae5ecb00_1,utterance_7.mp4,0.5861294858,0.0916707633,1
4ae5ecb00,4ae5ecb00_1,utterance_8.mp4,0.6877008169,0.3064808981,1
4ae5ecb00,4ae5ecb00_1,utterance_10.mp4,0.6260632577,0.2364647516,1
4ae5ecb00,4ae5ecb00_1,utterance_11.mp4,0.6847332952,0.2795534491,1
4ae5ecb00,4ae5ecb00_2,utterance_13.mp4,0.653,0.2060251239,1
4ae5ecb00,4ae5ecb00_2,utterance_14.mp4,0.345,0.0924902563,1
4ae5ecb00,4ae5ecb00_2,utterance_15.mp4,0.616,0.2160029793,1
4ae5ecb00,4ae5ecb00_2,utterance_16.mp4,0.231,0.2212011349,1
4ae5ecb00,4ae5ecb00_3,utterance_17.mp4,0.5244348527,0.0320396051,1
4ae5ecb00,4ae5ecb00_3,utterance_18.mp4,0.9171676556,0.8873867428,1
4ae5ecb00,4ae5ecb00_3,utterance_19.mp4,0.9363570604,0.9631881403,1
4b8bb9418,4b8bb9418_2,utterance_20.mp4,0.1489714778,-0.0124413998,1
4b8bb9418,4b8bb9418_2,utterance_21.mp4,0.0180357405,-0.0175992887,1
4b8bb9418,4b8bb9418_2,utterance_22.mp4,0.2278451244,-0.3902755623,1
4b8bb9418,4b8bb9418_2,utterance_23.mp4,0.194556677,-0.1885477893,1
4b8bb9418,4b8bb9418_2,utterance_24.mp4,0.085790252,-0.2972580253,1
4b8bb9418,4b8bb9418_2,utterance_25.mp4,0.1159953049,-0.097588533,1
4b93b8b75,4b93b8b75_1,utterance_1.mp4,0.6240899332,-0.1780078491,1
4b93b8b75,4b93b8b75_1,utterance_2.mp4,0.5121844727,0.1443717167,1
4b93b8b75,4b93b8b75_1,utterance_3.mp4,0.38569305,0.251788542,1
5005286b9,5005286b9_1,utterance_2.mp4,0.2436666172,-0.1686953443,1
5005286b9,5005286b9_1,utterance_3.mp4,0.5343317508,-0.2435757618,1
5005286b9,5005286b9_1,utterance_4.mp4,0.5643298222,-0.2369560477,1
5005286b9,5005286b9_1,utterance_5.mp4,0.62977547,-0.381076006,1
5005286b9,5005286b9_1,utterance_6.mp4,0.5355515334,-0.377371405,1
5005286b9,5005286b9_1,utterance_7.mp4,0.5824380815,-0.3519008395,1
5005286b9,5005286b9_1,utterance_8.mp4,0.5311020282,-0.5258767655,1
5005286b9,5005286b9_1,utterance_12.mp4,0.4672083589,-0.4517617705,1
5005286b9,5005286b9_1,utterance_16.mp4,0.6386535616,-0.4773162244,1
5005286b9,5005286b9_1,utterance_18.mp4,0.6324352627,-0.4664560867,1
5005286b9,5005286b9_1,utterance_19.mp4,0.6437708708,-0.3144246368,1
5005286b9,5005286b9_1,utterance_20.mp4,0.7983259648,-0.3341888453,1
5005286b9,5005286b9_1,utterance_21.mp4,0.7389931755,-0.1863945529,1
5005286b9,5005286b9_1,utterance_23.mp4,0.6094368946,-0.2178977096,1
5005286b9,5005286b9_1,utterance_24.mp4,0.6462142932,-0.1988244888,1
55a78acb5,133194836_1,utterance_1.mp4,0.3866536594,-0.4997137071,1
55a78acb5,133194836_1,utterance_2.mp4,0.7503619909,-0.3407795647,1
55a78acb5,133194836_1,utterance_3.mp4,0.2720341995,0.0040551623,1
55a78acb5,55a78acb5_1,utterance_1.mp4,0.6932967058,0.0924415826,1
55a78acb5,55a78acb5_1,utterance_2.mp4,0.4262188706,0.285501367,1
55a78acb5,55a78acb5_1,utterance_3.mp4,0.9150793137,-0.2065957059,1
55a78acb5,55a78acb5_1,utterance_4.mp4,0.8270155504,0.1327104323,1
5b44393ed,5b44393ed,utterance_4.mp4,0.1700912674,-0.0236966881,1
5b44393ed,5b44393ed,utterance_6.mp4,0.4176683144,0.2929469297,1
5b44393ed,5b44393ed,utterance_7.mp4,0.3986456563,0.3250043096,1
5b44393ed,5b44393ed,utterance_8.mp4,0.7025726203,0.0135435709,1
5b44393ed,5b44393ed,utterance_9.mp4,0.3433573015,-0.3335607654,1
5b44393ed,5b44393ed,utterance_10.mp4,0.6039704978,-0.0853779008,1
5b44393ed,5b44393ed,utterance_12.mp4,0.4836010168,0.3475286592,1
5b44393ed,5b44393ed,utterance_13.mp4,0.4361876374,-0.0248203106,1
5b44393ed,5b44393ed,utterance_14.mp4,0.3447832469,-0.1196106832,1
5b44393ed,5b44393ed,utterance_15.mp4,0.2987948937,-0.0868819929,1
5b44393ed,5b44393ed,utterance_16.mp4,0.5283641547,0.135725165,1
5b44393ed,5b44393ed,utterance_17.mp4,0.2184933509,-0.0224143563,1
5b44393ed,5b44393ed,utterance_18.mp4,0.4896144529,-0.133296956,1
5b44393ed,5b44393ed,utterance_19.mp4,0.4291464357,-0.295223906,1
5b44393ed,5b44393ed,utterance_20.mp4,0.7130609239,0.1010115199,1
5b44393ed,5b44393ed,utterance_21.mp4,0.392016069,0.2060284248,1
5b44393ed,5b44393ed,utterance_22.mp4,0.1696432091,-0.0016002229,1
5c33be3cd,4091ec374_1,utterance_1.mp4,0.3459106365,-0.2356089339,1
5c33be3cd,4091ec374_1,utterance_2.mp4,0.4656790446,-0.1470949163,1
5c33be3cd,4091ec374_1,utterance_3.mp4,0.3320912531,-0.0577109349,1
5c33be3cd,4091ec374_1,utterance_4.mp4,0.4277809951,-0.2291642191,1
5c33be3cd,4091ec374_1,utterance_5.mp4,0.3993285087,-0.0151860307,1
5c33be3cd,4091ec374_1,utterance_6.mp4,0.4452234114,-0.0993180643,1
5c33be3cd,4091ec374_1,utterance_7.mp4,0.3416393966,0.2670791039,1
5c33be3cd,4091ec374_1,utterance_8.mp4,0.3359798624,-0.1080162155,1
5c33be3cd,4091ec374_1,utterance_9.mp4,0.4500434246,-0.2418397334,1
5c33be3cd,4091ec374_1,utterance_10.mp4,0.4174071748,0.0254427664,1
5c33be3cd,4091ec374_1,utterance_11.mp4,0.330931404,-0.0036911659,1
5c33be3cd,4091ec374_1,utterance_12.mp4,0.3590188805,-0.2107575055,1
5c33be3cd,4091ec374_1,utterance_13.mp4,0.5068766521,-0.2460481409,1
5c33be3cd,4091ec374_1,utterance_14.mp4,0.3940490883,0.0647008523,1
5c33be3cd,4091ec374_1,utterance_15.mp4,0.4621422284,0.1054485634,1
5c33be3cd,4091ec374_1,utterance_16.mp4,0.454214601,0.0613944676,1
5c33be3cd,4091ec374_1,utterance_17.mp4,0.3633530528,-0.0140887982,1
5c33be3cd,4091ec374_1,utterance_20.mp4,0.5304015112,-0.0567027377,1
5c33be3cd,5c33be3cd_1,utterance_1.mp4,0.6950904438,-0.6563613609,1
5c33be3cd,5c33be3cd_1,utterance_2.mp4,0.3358052798,-0.5079590822,1
5c33be3cd,5c33be3cd_1,utterance_3.mp4,0.181534107,-0.0360749805,1
5c33be3cd,5c33be3cd_1,utterance_4.mp4,0.2385192992,-0.3086861539,1
5c33be3cd,5c33be3cd_1,utterance_5.mp4,0.1149881275,-0.1255289777,1
5c33be3cd,5c33be3cd_1,utterance_6.mp4,0.2383811586,-0.354832093,1
5c33be3cd,5c33be3cd_1,utterance_7.mp4,0.0871464241,-0.2400565649,1
5c33be3cd,5c33be3cd_1,utterance_9.mp4,0.061766617,-0.5123854092,1
5c33be3cd,5c33be3cd_1,utterance_10.mp4,0.1150982023,-0.5730134937,1
5c33be3cd,5c33be3cd_1,utterance_12.mp4,0.0173870524,-0.11641571,1
5c33be3cd,5c33be3cd_1,utterance_13.mp4,0.0751984074,-0.4079897797,1
5c33be3cd,5c33be3cd_1,utterance_14.mp4,0.0966507887,-0.1450095731,1
5c33be3cd,5c33be3cd_1,utterance_15.mp4,0.0867608069,-0.1119700713,1
5c33be3cd,5c33be3cd_1,utterance_16.mp4,0.1309970828,-0.4205702994,1
5c33be3cd,5c33be3cd_1,utterance_17.mp4,0.2701360782,-0.1466902043,1
5c33be3cd,5c33be3cd_1,utterance_18.mp4,0.2240279301,-0.4773946274,1
5c33be3cd,5c33be3cd_1,utterance_19.mp4,0.173588579,-0.4340724662,1
5c33be3cd,5c33be3cd_1,utterance_20.mp4,0.1172848337,-0.3821613877,1
64b27f54f,64b27f54f_1,utterance_23.mp4,0.179309594,0.0076415916,1
64b27f54f,64b27f54f_1,utterance_24.mp4,0.1651927118,-0.1276795996,1
64b27f54f,64b27f54f_1,utterance_25.mp4,0.2035304298,-0.1141880606,1
64b27f54f,64b27f54f_1,utterance_26.mp4,0.3727539202,0.3467452009,1
64b27f54f,64b27f54f_1,utterance_28.mp4,0.434531451,0.4324700832,1
64b27f54f,64b27f54f_1,utterance_29.mp4,0.3432581061,0.2606870037,1
64b27f54f,64b27f54f_1,utterance_30.mp4,0.3788586993,0.3331965733,1
64b27f54f,64b27f54f_1,utterance_32.mp4,0.8851734142,-0.4491427597,1
64b27f54f,64b27f54f_1,utterance_34.mp4,0.3293277833,0.4097059961,1
64b27f54f,64b27f54f_2,utterance_39.mp4,0.7908500526,0.6801464952,1
64b27f54f,64b27f54f_2,utterance_40.mp4,0.6316027466,0.6939355229,1
64b27f54f,64b27f54f_2,utterance_41.mp4,0.8071116706,0.2917481761,1
64b27f54f,64b27f54f_2,utterance_42.mp4,0.877790796,0.6766074045,1
64b27f54f,64b27f54f_2,utterance_43.mp4,0.5333925768,0.477431441,1
64b27f54f,64b27f54f_3,utterance_45.mp4,0.6631156871,-0.0353484413,1
64b27f54f,64b27f54f_3,utterance_46.mp4,0.8909118837,0.6718568672,1
64b27f54f,64b27f54f_3,utterance_48.mp4,0.7586051138,-0.1909467621,1
64b27f54f,64b27f54f_3,utterance_50.mp4,0.3304357012,-0.0582895123,1
64b27f54f,64b27f54f_3,utterance_51.mp4,0.2322208425,0.1820738337,1
64b27f54f,64b27f54f_4,utterance_67.mp4,0.3947275455,-0.2255870604,1
64b27f54f,64b27f54f_4,utterance_69.mp4,0.6620683233,-0.4958093792,1
64b27f54f,64b27f54f_4,utterance_70.mp4,0.309933993,-0.3029947502,1
64b27f54f,64b27f54f_4,utterance_71.mp4,0.8838349958,-0.7974849924,1
64b27f54f,64b27f54f_4,utterance_72.mp4,0.2801197043,-0.0518751482,1
64b27f54f,64b27f54f_4,utterance_73.mp4,0.5160450885,-0.3265194418,1
64b27f54f,64b27f54f_4,utterance_74.mp4,0.1555221726,-0.1579847138,1
68062fe15,68062fe15_1,utterance_1.mp4,0.3994906957,-0.7230143267,1
68062fe15,68062fe15_1,utterance_2.mp4,0.0531984899,-0.7473274506,1
68062fe15,68062fe15_1,utterance_3.mp4,0,-0.7261960546,1
68062fe15,68062fe15_1,utterance_4.mp4,0.57672384,-0.7202828859,1
68062fe15,68062fe15_1,utterance_6.mp4,0.0799877295,0.0360649031,1
692e35f74,692e35f74_1,utterance_5.mp4,0.232451893,-0.0005034665,1
692e35f74,692e35f74_1,utterance_6.mp4,0.2141509805,0.381802166,1
692e35f74,692e35f74_1,utterance_8.mp4,0.3311539084,0.039112933,1
692e35f74,692e35f74_1,utterance_10.mp4,0.3334664355,-0.1441688685,1
692e35f74,692e35f74_1,utterance_11.mp4,0.3225428622,0.1217950103,1
692e35f74,692e35f74_1,utterance_12.mp4,0.334963516,0.0263408493,1
692e35f74,692e35f74_1,utterance_15.mp4,0.5232092927,-0.0737777007,1
692e35f74,692e35f74_1,utterance_16.mp4,0.4370051438,0.038750637,1
692e35f74,692e35f74_1,utterance_17.mp4,0.2838726086,-0.033290711,1
692e35f74,692e35f74_1,utterance_18.mp4,0.4500651658,-0.1690638643,1
71091df7b,71091df7b_10,utterance_112.mp4,0.4625832278,0.6956564329,1
71091df7b,71091df7b_10,utterance_113.mp4,0.5245284102,0.5853357899,1
71091df7b,71091df7b_10,utterance_114.mp4,0.5352810386,0.4548930209,1
71091df7b,71091df7b_9,utterance_109.mp4,0.4441773454,0.6840730001,1
71091df7b,71091df7b_9,utterance_110.mp4,0.2601771717,0.2931077784,1
71091df7b,71091df7b_9,utterance_111.mp4,0.2623059913,0.2536557569,1
7459327df,7459327df,utterance_1.mp4,0.3652096065,-0.0587310886,1
7459327df,7459327df,utterance_2.mp4,0.5815273065,0.1553868213,1
7459327df,7459327df,utterance_3.mp4,0.6566907831,0.2646622836,1
7459327df,7459327df,utterance_4.mp4,0.597434104,-0.2436159557,1
7459327df,7459327df,utterance_5.mp4,0.584743292,-0.4907647035,1
7459327df,7459327df,utterance_6.mp4,0.0942973502,-0.1037045525,1
7459327df,7459327df,utterance_7.mp4,0.2522327691,0,1
7459327df,7459327df,utterance_8.mp4,0.3774527314,0.055835804,1
7459327df,7459327df,utterance_9.mp4,0.228462302,-0.0663777793,1
7459327df,7459327df,utterance_10.mp4,0.3404286077,-0.4545333464,1
7459327df,7459327df,utterance_11.mp4,0.4183767124,-0.3859596759,1
7459327df,7459327df,utterance_12.mp4,0.3392995804,-0.4303518929,1
7459327df,7459327df,utterance_13.mp4,0.7284902947,-0.5402967748,1
7459327df,7459327df,utterance_14.mp4,0.4183098533,0.0397952806,1
7459327df,7459327df,utterance_16.mp4,0.3153165651,-0.3693284346,1
7459327df,7459327df,utterance_17.mp4,0.4177570406,-0.0331803701,1
7459327df,7459327df,utterance_18.mp4,0.3269106816,-0.2015166327,1
7459327df,7459327df,utterance_19.mp4,0.3139918203,-0.5300040945,1
7459327df,7459327df,utterance_20.mp4,0.3329458591,0.3434021619,1
7459327df,7459327df,utterance_21.mp4,0.3011746237,0.5227670282,1
784a2f83f,784a2f83f_1,utterance_1.mp4,0.4203585993,0.2285075898,1
784a2f83f,784a2f83f_1,utterance_2.mp4,0.2740851378,-0.4393310944,1
784a2f83f,784a2f83f_1,utterance_3.mp4,0.1434578278,0.1231890788,1
784a2f83f,784a2f83f_1,utterance_4.mp4,0.2375786601,0.1232433823,1
793f836eb,793f836eb_1,utterance_1.mp4,0.8088771633,0.8236932654,1
793f836eb,793f836eb_1,utterance_2.mp4,0.6269405317,0.5390188701,1
793f836eb,793f836eb_1,utterance_3.mp4,0.6016420221,0.587522851,1
793f836eb,793f836eb_1,utterance_4.mp4,0.7716437691,0.4168889661,1
793f836eb,793f836eb_1,utterance_5.mp4,0.3217509477,0.4727072671,1
793f836eb,793f836eb_1,utterance_6.mp4,0.3386901726,0.587138482,1
793f836eb,793f836eb_1,utterance_7.mp4,0.4075481541,0.7617970511,1
7a0306a52,7a0306a52_1,utterance_1.mp4,0.4983269345,-0.2528397117,1
7a0306a52,7a0306a52_1,utterance_2.mp4,0.6301977811,-0.5947293281,1
7a0306a52,7a0306a52_1,utterance_3.mp4,0.3906714562,-0.5819654992,1
7a0306a52,7a0306a52_1,utterance_4.mp4,0.2836871945,0.1540781149,1
7c05a1135,7c05a1135_1,utterance_1.mp4,0.1990473258,0.2170947858,1
7c05a1135,7c05a1135_1,utterance_3.mp4,0.8860601342,0.5813736466,1
7c05a1135,7c05a1135_1,utterance_4.mp4,0.9387998197,0.6141452347,1
7c05a1135,7c05a1135_1,utterance_5.mp4,0.928923287,0.5625570795,1
7c05a1135,7c05a1135_1,utterance_6.mp4,0.3947245053,0.4196572299,1
7c05a1135,7c05a1135_1,utterance_7.mp4,0.5195960978,0.5668329617,1
7d0084def,7d0084def_1,utterance_6.mp4,0.7598194488,0.7595795465,1
7d0084def,7d0084def_1,utterance_8.mp4,0.6778611607,0.7037455968,1
7d0084def,7d0084def_1,utterance_9.mp4,0.7306857814,0.7025125009,1
