video,utterance,arousal
e8a276493,utterance_57.mp4,0.55175884
e8a276493,utterance_58.mp4,0.55175884
e8a276493,utterance_59.mp4,0.29498952
e8a276493,utterance_61.mp4,0.55151443
fd41c38b2,utterance_1.mp4,0.431594
fd41c38b2,utterance_2.mp4,0.33388264
fd41c38b2,utterance_3.mp4,0.60365725
fd41c38b2,utterance_4.mp4,0.58413496
fd41c38b2,utterance_5.mp4,0.59919176
fd41c38b2,utterance_6.mp4,0.51325425
fd41c38b2,utterance_7.mp4,0.35548224
fd41c38b2,utterance_8.mp4,0.16466138
fd41c38b2,utterance_9.mp4,0.13640774
fd41c38b2,utterance_10.mp4,0.36240572
fd41c38b2,utterance_11.mp4,0.59749309
fd41c38b2,utterance_12.mp4,0.45064965
fd41c38b2,utterance_13.mp4,0.66592235
fd41c38b2,utterance_14.mp4,0.46043949
fd41c38b2,utterance_15.mp4,0.74440211
fd41c38b2,utterance_16.mp4,0.3497046
fd41c38b2,utterance_17.mp4,0.31410396
fd41c38b2,utterance_18.mp4,0.37802483
fd41c38b2,utterance_19.mp4,0.63269154
fd41c38b2,utterance_20.mp4,0.35512405
fd41c38b2,utterance_21.mp4,0.397682
fd41c38b2,utterance_22.mp4,0.50564663
fd41c38b2,utterance_23.mp4,0.50634839
fd41c38b2,utterance_24.mp4,0.44790382
fd41c38b2,utterance_25.mp4,0.43870832
fd41c38b2,utterance_26.mp4,0.3189011
fd41c38b2,utterance_27.mp4,0.44148366
fd41c38b2,utterance_28.mp4,0.37243781
fd41c38b2,utterance_29.mp4,0.2392391
fd41c38b2,utterance_30.mp4,0.48742383
fd41c38b2,utterance_31.mp4,0.50383765
fd41c38b2,utterance_32.mp4,0.44435305
fd41c38b2,utterance_33.mp4,0.40491147
fd41c38b2,utterance_34.mp4,0.3943646
fd41c38b2,utterance_35.mp4,0.44842587
fd41c38b2,utterance_36.mp4,0.2077577
fd41c38b2,utterance_37.mp4,0.1657067
fd41c38b2,utterance_38.mp4,0.27987347
fd41c38b2,utterance_39.mp4,0.27447843
fd41c38b2,utterance_40.mp4,0.58260146
fd41c38b2,utterance_41.mp4,0.5320861
fd41c38b2,utterance_42.mp4,0.57670479
fd41c38b2,utterance_43.mp4,0.50489337
fd41c38b2,utterance_44.mp4,0.51230003
fd41c38b2,utterance_45.mp4,0.64608386
fd41c38b2,utterance_46.mp4,0.30919663
fd41c38b2,utterance_47.mp4,0.58105948
fd41c38b2,utterance_48.mp4,0.74363851
fd41c38b2,utterance_49.mp4,0.65406258
fd41c38b2,utterance_50.mp4,0.61640518
fd41c38b2,utterance_51.mp4,0.71898073
fd41c38b2,utterance_52.mp4,0.52648954
fd41c38b2,utterance_53.mp4,0.4892737
fd41c38b2,utterance_54.mp4,0.714783
fd41c38b2,utterance_55.mp4,0.69181652
fd41c38b2,utterance_56.mp4,0.60555341
fd41c38b2,utterance_57.mp4,0.71080679
2b7a44d40_1,utterance_1.mp4,0.36343243
2b7a44d40_1,utterance_2.mp4,0.47174762
2b7a44d40_1,utterance_3.mp4,0.38264513
2b7a44d40_1,utterance_4.mp4,0.27992124
2b7a44d40_1,utterance_5.mp4,0.32810096
175acc2a4_1,utterance_1.mp4,0.8921567
175acc2a4_1,utterance_2.mp4,0.97807899
175acc2a4_1,utterance_3.mp4,0.82356189
175acc2a4_1,utterance_4.mp4,0.86345912
175acc2a4_1,utterance_5.mp4,0.8998192
610fd0cfb_1,utterance_1.mp4,0.41693154
610fd0cfb_1,utterance_2.mp4,0.45301549
610fd0cfb_1,utterance_3.mp4,0.47235273
610fd0cfb_1,utterance_4.mp4,0.55912533
610fd0cfb_1,utterance_5.mp4,0.42432119
610fd0cfb_1,utterance_6.mp4,0.61991087
610fd0cfb_1,utterance_7.mp4,0.36421801
610fd0cfb_1,utterance_8.mp4,0.37358104
975d467b7_1,utterance_1.mp4,0.48371352
975d467b7_1,utterance_2.mp4,0.30142899
975d467b7_1,utterance_4.mp4,0.45010499
975d467b7_1,utterance_5.mp4,0.17045627
c2e8f2b89_1,utterance_1.mp4,0.24725649
c2e8f2b89_1,utterance_2.mp4,0.45027098
c2e8f2b89_1,utterance_3.mp4,0.55677856
d7c8650e0_1,utterance_2.mp4,0.88166073
d7c8650e0_1,utterance_5.mp4,0.7505631
d7c8650e0_1,utterance_6.mp4,0.91939436
d7c8650e0_1,utterance_7.mp4,0.61697456
d7c8650e0_1,utterance_8.mp4,0.67086778
d7c8650e0_1,utterance_9.mp4,0.85921097
d7c8650e0_1,utterance_10.mp4,0.75901922
d39d991a8_1,utterance_2.mp4,0.3404634
d39d991a8_1,utterance_3.mp4,0.52654313
d39d991a8_1,utterance_4.mp4,0.44017599
d39d991a8_1,utterance_5.mp4,0.43197873
d73b7560a_1,utterance_1.mp4,0.45658155
d73b7560a_1,utterance_2.mp4,0.26171807
d73b7560a_1,utterance_3.mp4,0.22698464
d73b7560a_1,utterance_4.mp4,0.1676299
dc937fe58_1,utterance_1.mp4,0.31018713
dc937fe58_1,utterance_2.mp4,0.40605701
dc937fe58_1,utterance_4.mp4,0.5381014
dc937fe58_1,utterance_5.mp4,0.23086743
2b47d407c_1,utterance_1.mp4,0.33308539
2b47d407c_1,utterance_2.mp4,0.40169885
2b47d407c_1,utterance_3.mp4,0.36656805
2b47d407c_1,utterance_4.mp4,0.30004519
2b47d407c_1,utterance_5.mp4,0.42346354
2b47d407c_1,utterance_6.mp4,0.42573492
2b47d407c_1,utterance_7.mp4,0.38956444
2b47d407c_1,utterance_8.mp4,0.38694108
2b47d407c_1,utterance_9.mp4,0.34585551
2b47d407c_1,utterance_10.mp4,0.36983509
2b47d407c_1,utterance_11.mp4,0.27663755
2b47d407c_1,utterance_12.mp4,0.21248114
2b47d407c_1,utterance_13.mp4,0.42441329
2b47d407c_1,utterance_14.mp4,0.33466079
2b47d407c_1,utterance_15.mp4,0.47711253
2b47d407c_1,utterance_16.mp4,0.29659831
2b47d407c_1,utterance_17.mp4,0.17777333
2b47d407c_1,utterance_18.mp4,0.26634589
2b47d407c_1,utterance_19.mp4,0.44254711
2b47d407c_1,utterance_20.mp4,0.34627322
2b47d407c_1,utterance_21.mp4,0.34581828
2b47d407c_1,utterance_22.mp4,0.30646285
2b47d407c_1,utterance_23.mp4,0.36058107
3f2e427de_1,utterance_1.mp4,0.40023919
3f2e427de_1,utterance_2.mp4,0.4431791
3f2e427de_1,utterance_3.mp4,0.53528481
3f2e427de_1,utterance_4.mp4,0.51810607
3f2e427de_1,utterance_5.mp4,0.46828858
4b16a4aa0_1,utterance_1.mp4,0.64322408
4b16a4aa0_1,utterance_2.mp4,0.59465824
4b16a4aa0_1,utterance_3.mp4,0.7685318
4b16a4aa0_1,utterance_4.mp4,0.65368687
4b16a4aa0_1,utterance_5.mp4,0.68867663
4b16a4aa0_1,utterance_6.mp4,0.30550303
5ae4d78f1_1,utterance_1.mp4,0.89904434
5ae4d78f1_1,utterance_2.mp4,0.37595599
5ae4d78f1_1,utterance_3.mp4,0.42690608
5ae4d78f1_1,utterance_4.mp4,0.53265085
5ae4d78f1_1,utterance_5.mp4,0.58641562
5ae4d78f1_1,utterance_6.mp4,0.67386638
5ae4d78f1_1,utterance_7.mp4,0.52196365
6a3db07f1_1,utterance_1.mp4,0.11042781
6a3db07f1_1,utterance_2.mp4,0.36950657
6a3db07f1_1,utterance_3.mp4,0.29775089
6a3db07f1_1,utterance_4.mp4,0.37333861
6a3db07f1_1,utterance_5.mp4,0.29148278
6a3db07f1_1,utterance_6.mp4,0.5217484
6a3db07f1_1,utterance_7.mp4,0.55591179
6a3db07f1_1,utterance_8.mp4,0.41958617
6b45db6a1_1,utterance_1.mp4,0.2332653
6b45db6a1_1,utterance_2.mp4,0.34335568
6b45db6a1_1,utterance_3.mp4,0.34796442
6b45db6a1_1,utterance_4.mp4,0.27642628
6b45db6a1_1,utterance_6.mp4,0.33084873
6b45db6a1_1,utterance_7.mp4,0.60975243
6b45db6a1_1,utterance_8.mp4,0.53712877
6b45db6a1_1,utterance_9.mp4,0.43528865
6b45db6a1_1,utterance_10.mp4,0.57094622
6b45db6a1_1,utterance_11.mp4,0.46582031
6b45db6a1_1,utterance_12.mp4,0.38329592
6b45db6a1_1,utterance_13.mp4,0.46218013
6b45db6a1_1,utterance_14.mp4,0.35024476
7e9cc4f37_1,utterance_1.mp4,0.57130013
7e9cc4f37_1,utterance_2.mp4,0.78982275
7e9cc4f37_1,utterance_3.mp4,0.68210661
7e9cc4f37_1,utterance_4.mp4,0.76169155
7e9cc4f37_1,utterance_5.mp4,0.70305401
7e9cc4f37_1,utterance_6.mp4,0.4559808
7e9cc4f37_1,utterance_7.mp4,0.78241236
7e9cc4f37_1,utterance_8.mp4,0.50120706
8bae01f71_1,utterance_1.mp4,0.72398599
8bae01f71_1,utterance_2.mp4,0.56677733
8bae01f71_1,utterance_3.mp4,0.4533793
8bae01f71_1,utterance_4.mp4,0.52913466
8bae01f71_1,utterance_5.mp4,0.58540601
8bae01f71_1,utterance_7.mp4,0.25464439
8bae01f71_1,utterance_8.mp4,0.04121177
8bae01f71_1,utterance_9.mp4,0.12353245
8bae01f71_1,utterance_10.mp4,0.23585366
8bae01f71_1,utterance_11.mp4,0.31973883
8bae01f71_1,utterance_12.mp4,0.36697941
8bae01f71_1,utterance_13.mp4,0.23061701
8bae01f71_1,utterance_14.mp4,0.26954256
8bae01f71_1,utterance_15.mp4,0.19367828
8bae01f71_1,utterance_16.mp4,0.28059497
8bae01f71_1,utterance_17.mp4,0.50879882
8bae01f71_1,utterance_18.mp4,0.35114731
8bae01f71_1,utterance_19.mp4,0.29750136
8bae01f71_1,utterance_20.mp4,0.02321823
9b882983a_1,utterance_2.mp4,0.40283335
9b882983a_1,utterance_4.mp4,0.32269218
9b882983a_1,utterance_5.mp4,0.40991145
9b882983a_1,utterance_6.mp4,0.35656427
9b882983a_1,utterance_7.mp4,0.31850664
9b882983a_1,utterance_8.mp4,0.28284873
9ce9a4d38_1,utterance_1.mp4,0.34323034
9ce9a4d38_1,utterance_2.mp4,0.45229079
9ce9a4d38_1,utterance_3.mp4,0.38055878
9ce9a4d38_1,utterance_4.mp4,0.21689773
9ce9a4d38_1,utterance_5.mp4,0.40122789
9ce9a4d38_1,utterance_6.mp4,0.31678543
9ce9a4d38_1,utterance_7.mp4,0.425617
9ce9a4d38_1,utterance_8.mp4,0.48525555
9ce9a4d38_1,utterance_9.mp4,0.52745462
9ce9a4d38_1,utterance_10.mp4,0.43862456
9ce9a4d38_1,utterance_11.mp4,0.14390231
9ce9a4d38_1,utterance_12.mp4,0.37600685
9ce9a4d38_1,utterance_13.mp4,0.41776721
9ce9a4d38_1,utterance_14.mp4,0.41122462
9ce9a4d38_1,utterance_15.mp4,0.30963261
9ce9a4d38_1,utterance_16.mp4,0.37235865
9ce9a4d38_1,utterance_17.mp4,0.47259983
9ce9a4d38_1,utterance_19.mp4,0.44739556
9ce9a4d38_1,utterance_20.mp4,0.23776704
9ce9a4d38_1,utterance_21.mp4,0.21507246
23cdb64b3_1,utterance_1.mp4,0.28657959
23cdb64b3_1,utterance_2.mp4,0.27969041
23cdb64b3_1,utterance_3.mp4,0.1881394
23cdb64b3_1,utterance_4.mp4,0.22162158
23cdb64b3_1,utterance_5.mp4,0.35099276
23cdb64b3_1,utterance_6.mp4,0.40242035
23cdb64b3_1,utterance_7.mp4,0.35753694
43f9ef86e_1,utterance_1.mp4,0.66943861
43f9ef86e_1,utterance_2.mp4,0.5918575
43f9ef86e_1,utterance_3.mp4,0.39227782
43f9ef86e_1,utterance_4.mp4,0.68616392
43f9ef86e_1,utterance_5.mp4,0.59877334
43f9ef86e_1,utterance_6.mp4,0.44413158
43f9ef86e_1,utterance_7.mp4,0.53472772
43f9ef86e_1,utterance_8.mp4,0.532208
88c192af8_1,utterance_1.mp4,0.73483798
88c192af8_1,utterance_2.mp4,0.67097425
88c192af8_1,utterance_3.mp4,0.64708539
88c192af8_1,utterance_4.mp4,0.48867607
88c192af8_1,utterance_5.mp4,0.47280696
88c192af8_1,utterance_6.mp4,0.65682289
88c192af8_1,utterance_7.mp4,0.68504321
88c192af8_1,utterance_8.mp4,0.5429601
88c192af8_1,utterance_9.mp4,0.56017055
88c192af8_1,utterance_10.mp4,0.71540848
88c192af8_1,utterance_11.mp4,0.48125094
88c192af8_1,utterance_12.mp4,0.61999933
88c192af8_1,utterance_13.mp4,0.52727062
88c192af8_1,utterance_14.mp4,0.45040144
88c192af8_1,utterance_15.mp4,0.29779177
88c192af8_1,utterance_18.mp4,0.43438771
88c192af8_1,utterance_19.mp4,0.59326691
88c192af8_1,utterance_20.mp4,0.28051712
0853ce554_1,utterance_1.mp4,0.59562885
0853ce554_1,utterance_2.mp4,0.75451099
0853ce554_1,utterance_3.mp4,0.55081453
0853ce554_1,utterance_4.mp4,0.25408954
0853ce554_1,utterance_5.mp4,0.27452901
0853ce554_1,utterance_6.mp4,0.30981425
0853ce554_1,utterance_7.mp4,0.53213791
0853ce554_1,utterance_8.mp4,0.1314137
0853ce554_1,utterance_9.mp4,0.09263715
0853ce554_1,utterance_10.mp4,0.18899785
0853ce554_1,utterance_11.mp4,0.44449119
0853ce554_1,utterance_12.mp4,0.00693046
0853ce554_1,utterance_13.mp4,0.1098497
0853ce554_1,utterance_14.mp4,-0.03472923
0853ce554_1,utterance_15.mp4,0.1682763
0853ce554_1,utterance_16.mp4,0.06543315
0853ce554_1,utterance_17.mp4,0.52713666
0853ce554_1,utterance_18.mp4,0.66244661
0853ce554_1,utterance_20.mp4,0.03527449
0853ce554_1,utterance_21.mp4,0.1300201
0853ce554_1,utterance_22.mp4,0.46456668
888f448f5_1,utterance_1.mp4,0.52880316
888f448f5_1,utterance_2.mp4,0.60034892
888f448f5_1,utterance_3.mp4,0.55143794
888f448f5_1,utterance_4.mp4,0.33125845
888f448f5_1,utterance_5.mp4,0.46295399
888f448f5_1,utterance_6.mp4,0.26598982
888f448f5_1,utterance_7.mp4,0.68765958
888f448f5_1,utterance_8.mp4,0.62353086
888f448f5_1,utterance_9.mp4,0.64478842
888f448f5_1,utterance_10.mp4,0.67335377
888f448f5_1,utterance_11.mp4,0.35722979
8705af2e3_1,utterance_1.mp4,0.35937092
8705af2e3_1,utterance_2.mp4,0.63761288
8705af2e3_1,utterance_3.mp4,0.49317166
8705af2e3_1,utterance_4.mp4,0.6184096
8705af2e3_1,utterance_5.mp4,0.5245478
8705af2e3_1,utterance_6.mp4,0.68768223
8705af2e3_1,utterance_7.mp4,0.37222022
8705af2e3_1,utterance_8.mp4,0.59433254
8705af2e3_1,utterance_9.mp4,0.39966872
8705af2e3_1,utterance_10.mp4,0.59373435
8705af2e3_1,utterance_11.mp4,0.38923828
99101d5dc_1,utterance_3.mp4,0.46940764
99101d5dc_1,utterance_5.mp4,0.52989185
99101d5dc_1,utterance_6.mp4,0.23010727
99101d5dc_1,utterance_7.mp4,0.49772011
99101d5dc_1,utterance_8.mp4,0.29794026
99101d5dc_1,utterance_9.mp4,0.32059377
99101d5dc_1,utterance_11.mp4,0.23275515
99101d5dc_1,utterance_12.mp4,0.40087951
99101d5dc_1,utterance_13.mp4,0.54204141
99101d5dc_1,utterance_14.mp4,0.32012402
99101d5dc_1,utterance_15.mp4,0.48852791
99101d5dc_1,utterance_16.mp4,0.41133488
99101d5dc_1,utterance_18.mp4,0.56762154
99101d5dc_1,utterance_19.mp4,0.2883554
99101d5dc_1,utterance_20.mp4,0.28418414
99101d5dc_1,utterance_21.mp4,0.52436152
99101d5dc_1,utterance_23.mp4,0.57033626
99101d5dc_1,utterance_25.mp4,0.43157605
99101d5dc_1,utterance_26.mp4,0.60235933
99101d5dc_1,utterance_27.mp4,0.31460962
99101d5dc_1,utterance_29.mp4,0.53572162
99101d5dc_1,utterance_30.mp4,0.5859826
99101d5dc_1,utterance_31.mp4,0.68266122
99101d5dc_1,utterance_33.mp4,0.28452828
99101d5dc_1,utterance_34.mp4,0.49954138
99101d5dc_1,utterance_35.mp4,0.3435767
99101d5dc_1,utterance_36.mp4,0.33241315
99101d5dc_1,utterance_38.mp4,0.19205555
99101d5dc_1,utterance_39.mp4,0.31902411
99101d5dc_1,utterance_40.mp4,0.08837503
99101d5dc_1,utterance_42.mp4,0.30427917
99101d5dc_1,utterance_43.mp4,0.37168758
a77361542_1,utterance_1.mp4,0.71866861
a77361542_1,utterance_2.mp4,0.75011388
a77361542_1,utterance_3.mp4,0.56909534
a77361542_1,utterance_4.mp4,0.71672529
a77361542_1,utterance_5.mp4,0.57686079
a77361542_1,utterance_6.mp4,0.72076824
a77361542_1,utterance_7.mp4,0.65588591
a77361542_1,utterance_8.mp4,0.77485519
a77361542_1,utterance_9.mp4,0.76552706
a77361542_1,utterance_10.mp4,0.57804626
cf197f451_1,utterance_1.mp4,0.28176145
cf197f451_1,utterance_2.mp4,0.33263482
cf197f451_1,utterance_3.mp4,0.23833011
cf197f451_1,utterance_4.mp4,0.17107973
cf197f451_1,utterance_5.mp4,0.45066215
cf197f451_1,utterance_6.mp4,0.19789731
cf197f451_1,utterance_7.mp4,0.41132885
cf197f451_1,utterance_8.mp4,0.32406211
cf197f451_1,utterance_9.mp4,0.3409241
cf197f451_1,utterance_10.mp4,0.2536313
cf197f451_1,utterance_11.mp4,0.22087586
cf197f451_1,utterance_12.mp4,0.19926349
cf197f451_1,utterance_13.mp4,0.12375144
cf197f451_1,utterance_14.mp4,0.35733769
cf197f451_1,utterance_15.mp4,0.17373975
cf197f451_1,utterance_16.mp4,0.30346973
d096f5992_1,utterance_1.mp4,0.71053446
d096f5992_1,utterance_2.mp4,0.67986616
d096f5992_1,utterance_3.mp4,0.78435425
d096f5992_1,utterance_4.mp4,0.6791991
d096f5992_1,utterance_5.mp4,0.6396815
d096f5992_1,utterance_6.mp4,0.63724005
d096f5992_1,utterance_7.mp4,0.68865111
d096f5992_1,utterance_8.mp4,0.78931992
d096f5992_1,utterance_9.mp4,0.54052004
d096f5992_1,utterance_10.mp4,0.57377662
d096f5992_1,utterance_11.mp4,0.67813322
d096f5992_1,utterance_12.mp4,0.72716623
d096f5992_1,utterance_13.mp4,0.52685439
d096f5992_1,utterance_14.mp4,0.52685439
d096f5992_1,utterance_15.mp4,0.70587917
d096f5992_1,utterance_16.mp4,0.32697261
d096f5992_1,utterance_17.mp4,0.67289131
d096f5992_1,utterance_18.mp4,0.75391118
d096f5992_1,utterance_19.mp4,0.50486975
d096f5992_1,utterance_20.mp4,0.5074791
d096f5992_1,utterance_21.mp4,0.61462377
d096f5992_1,utterance_22.mp4,0.70240474
d096f5992_1,utterance_23.mp4,0.75592895
d096f5992_1,utterance_24.mp4,0.72659766
d096f5992_1,utterance_25.mp4,0.83062463
d096f5992_1,utterance_26.mp4,0.83953078
d096f5992_1,utterance_27.mp4,0.73795382
d096f5992_1,utterance_28.mp4,0.60032004
d096f5992_1,utterance_29.mp4,0.37964823
e0fbb351e_1,utterance_1.mp4,0.68001379
e0fbb351e_1,utterance_2.mp4,0.5003595
e0fbb351e_1,utterance_3.mp4,0.27761158
e0fbb351e_1,utterance_4.mp4,0.2222758
e0fbb351e_1,utterance_5.mp4,0.4508508
e0fbb351e_1,utterance_6.mp4,0.15904069
e0fbb351e_1,utterance_7.mp4,0.26487414
e0fbb351e_1,utterance_8.mp4,0.03609985
e0fbb351e_1,utterance_9.mp4,0.23900604
e0fbb351e_1,utterance_11.mp4,0.40243911
e0fbb351e_1,utterance_12.mp4,0.47233614
e0fbb351e_1,utterance_13.mp4,0.2290586
e0fbb351e_1,utterance_14.mp4,0.14374409
e0fbb351e_1,utterance_15.mp4,0.26181949
e0fbb351e_1,utterance_16.mp4,0.08596549
e0fbb351e_1,utterance_17.mp4,0.13336497
e0fbb351e_1,utterance_18.mp4,0.19174601
e0fbb351e_1,utterance_19.mp4,0.08417773
e0fbb351e_1,utterance_20.mp4,0.06788736
e0fbb351e_1,utterance_21.mp4,0.11516707
e0fbb351e_1,utterance_22.mp4,0.0681504
e0fbb351e_1,utterance_23.mp4,0.30372609
e0fbb351e_1,utterance_24.mp4,0.02601032
e0fbb351e_1,utterance_25.mp4,0.10019025
e0fbb351e_1,utterance_26.mp4,0.30003734
e0fbb351e_1,utterance_27.mp4,0.44214707
e0fbb351e_1,utterance_28.mp4,0.05405561
e0fbb351e_1,utterance_29.mp4,0.18440136
e0fbb351e_1,utterance_31.mp4,0.00656475
0af72f957_1,utterance_1.mp4,0.23393465
0af72f957_1,utterance_2.mp4,0.44201007
0af72f957_1,utterance_3.mp4,0.36686707
0af72f957_1,utterance_4.mp4,0.51014128
0af72f957_1,utterance_6.mp4,0.37966769
7b5fbb086_1,utterance_8.mp4,0.30372711
7b5fbb086_1,utterance_9.mp4,0.34355224
7b5fbb086_1,utterance_10.mp4,0.41537599
16f978d4a_1,utterance_1.mp4,0.4889156
16f978d4a_1,utterance_2.mp4,0.42272664
16f978d4a_1,utterance_4.mp4,0.17708568
16f978d4a_1,utterance_5.mp4,0.09702885
16f978d4a_1,utterance_6.mp4,0.00563389
16f978d4a_1,utterance_8.mp4,0.18191669
16f978d4a_1,utterance_9.mp4,0.09731013
16f978d4a_1,utterance_10.mp4,0.33001954
16f978d4a_1,utterance_11.mp4,0.4625493
16f978d4a_1,utterance_12.mp4,0.03184703
16f978d4a_1,utterance_16.mp4,0.36818089
16f978d4a_1,utterance_18.mp4,0.26652477
16f978d4a_1,utterance_19.mp4,0.35600548
16f978d4a_1,utterance_20.mp4,0.35927974
16f978d4a_1,utterance_21.mp4,0.13867667
16f978d4a_1,utterance_22.mp4,0.324836
16f978d4a_1,utterance_23.mp4,0.20925766
16f978d4a_1,utterance_25.mp4,0.36492441
16f978d4a_1,utterance_26.mp4,0.06025808
16f978d4a_1,utterance_27.mp4,0.33316905
16f978d4a_1,utterance_28.mp4,0.34295733
16f978d4a_1,utterance_29.mp4,0.12504581
16f978d4a_1,utterance_30.mp4,0.08885706
16f978d4a_1,utterance_31.mp4,0.1191883
16f978d4a_1,utterance_32.mp4,0.18179277
16f978d4a_1,utterance_33.mp4,0.27891816
16f978d4a_1,utterance_34.mp4,-0.08589473
16f978d4a_1,utterance_36.mp4,0.60535784
16f978d4a_1,utterance_37.mp4,0.46673955
16f978d4a_1,utterance_38.mp4,0.3581388
34d64e449_4,utterance_62.mp4,0.56934437
34d64e449_4,utterance_63.mp4,0.61978241
34d64e449_4,utterance_64.mp4,0.14696175
95e8075a9_1,utterance_1.mp4,0.5224336
95e8075a9_1,utterance_2.mp4,0.45091482
95e8075a9_1,utterance_3.mp4,0.35681416
95e8075a9_1,utterance_4.mp4,0.37391329
95e8075a9_1,utterance_5.mp4,0.44174669
