video,utterance,arousal,valence
d1dae148e,utterance_10.mp4,0.32153168,0.34039236
ddf3a516c,utterance_1.mp4,0.22883609,0.5651244
ddf3a516c,utterance_2.mp4,0.20480841,0.50732626
ddf3a516c,utterance_3.mp4,0.67845142,0.72300289
ddf3a516c,utterance_4.mp4,0.59928302,0.53987895
ddf3a516c,utterance_5.mp4,0.28116506,0.47062874
ddf3a516c,utterance_6.mp4,0.58454705,0.68722808
ddf3a516c,utterance_7.mp4,0.82461526,0.48337532
ddf3a516c,utterance_8.mp4,0.54205346,0.51394807
ddf3a516c,utterance_9.mp4,0.18452086,0.39542379
ddf3a516c,utterance_10.mp4,0.17681424,0.29045163
ddf3a516c,utterance_11.mp4,0.39994455,0.47387809
ddf3a516c,utterance_12.mp4,0.40401784,0.49574334
ddf3a516c,utterance_13.mp4,0.2716469,0.34883374
ddf3a516c,utterance_14.mp4,0.25745523,0.4251475
ddf3a516c,utterance_15.mp4,0.54271373,0.47726248
ddf3a516c,utterance_16.mp4,0.5156865,0.54967388
ddf3a516c,utterance_17.mp4,0.36206359,0.68301184
e8a276493,utterance_4.mp4,0.24290763,0.49876471
e8a276493,utterance_5.mp4,0.81069605,0.74223896
e8a276493,utterance_6.mp4,0.66088225,0.87508256
e8a276493,utterance_7.mp4,0.82410645,0.78062215
e8a276493,utterance_8.mp4,0.82410645,0.78062215
e8a276493,utterance_9.mp4,0.53487968,0.58634396
e8a276493,utterance_10.mp4,0.65709457,0.30589491
e8a276493,utterance_11.mp4,0.65700666,0.53149357
e8a276493,utterance_12.mp4,0.7742661,0.66651835
e8a276493,utterance_13.mp4,0.50902259,0.59643188
e8a276493,utterance_14.mp4,0.59578714,0.58352942
e8a276493,utterance_15.mp4,0.73918213,0.48767446
e8a276493,utterance_17.mp4,0.95152286,0.85271677
e8a276493,utterance_18.mp4,0.78151915,0.56530138
e8a276493,utterance_19.mp4,0.61527009,0.42180882
e8a276493,utterance_20.mp4,0.41695377,0.55283998
e8a276493,utterance_21.mp4,0.6296689,0.57779668
e8a276493,utterance_22.mp4,0.67730524,0.49308378
e8a276493,utterance_23.mp4,0.73110972,0.55523178
e8a276493,utterance_24.mp4,0.46293041,0.47910532
e8a276493,utterance_25.mp4,0.73641065,0.56880178
e8a276493,utterance_27.mp4,0.62685029,0.40443291
e8a276493,utterance_28.mp4,0.55981894,0.51122119
e8a276493,utterance_29.mp4,0.61722232,0.5976423
e8a276493,utterance_30.mp4,0.67919696,0.63288987
e8a276493,utterance_31.mp4,0.610346,0.68994285
e8a276493,utterance_32.mp4,0.48676605,0.52349109
e8a276493,utterance_33.mp4,0.29178779,0.5926777
e8a276493,utterance_34.mp4,0.32658145,0.52808917
e8a276493,utterance_35.mp4,0.65459252,0.67066305
e8a276493,utterance_36.mp4,0.74848788,0.54977405
e8a276493,utterance_37.mp4,0.82343711,0.71075759
e8a276493,utterance_38.mp4,0.4978691,0.54718801
e8a276493,utterance_39.mp4,0.554724,0.42528995
e8a276493,utterance_40.mp4,0.80440429,0.69270874
e8a276493,utterance_41.mp4,0.41888994,0.62710291
e8a276493,utterance_42.mp4,0.67514051,0.58853229
e8a276493,utterance_43.mp4,0.85737411,0.73693985
e8a276493,utterance_44.mp4,0.58829468,0.72742298
e8a276493,utterance_45.mp4,0.50540454,0.58915841
e8a276493,utterance_46.mp4,0.45283928,0.62810598
e8a276493,utterance_47.mp4,0.3080496,0.44798292
e8a276493,utterance_48.mp4,0.29203228,0.40606383
e8a276493,utterance_49.mp4,0.68867869,0.54475276
e8a276493,utterance_50.mp4,0.61934163,0.4472475
e8a276493,utterance_51.mp4,0.38066034,0.53935669
e8a276493,utterance_52.mp4,0.41975295,0.60763996
e8a276493,utterance_53.mp4,0.40630985,0.48196317
e8a276493,utterance_54.mp4,0.36759685,0.55002428
e8a276493,utterance_55.mp4,0.34658518,0.45984534
e8a276493,utterance_56.mp4,0.51008745,0.6987064
e8a276493,utterance_57.mp4,0.57599826,0.62580682
e8a276493,utterance_58.mp4,0.57599826,0.62580682
e8a276493,utterance_59.mp4,0.29722314,0.65153264
e8a276493,utterance_61.mp4,0.52621519,0.66505223
fd41c38b2,utterance_1.mp4,0.45288091,0.55403684
fd41c38b2,utterance_2.mp4,0.3543344,0.41177647
fd41c38b2,utterance_3.mp4,0.68310422,0.55428625
fd41c38b2,utterance_4.mp4,0.56275646,0.41075219
fd41c38b2,utterance_5.mp4,0.5691836,0.63686057
fd41c38b2,utterance_6.mp4,0.5043655,0.46427846
fd41c38b2,utterance_7.mp4,0.30789673,0.43858933
fd41c38b2,utterance_8.mp4,0.1037473,0.38953999
fd41c38b2,utterance_9.mp4,0.1220207,0.34507698
fd41c38b2,utterance_10.mp4,0.43972363,0.47624207
fd41c38b2,utterance_11.mp4,0.63984861,0.41202201
fd41c38b2,utterance_12.mp4,0.43857832,0.56577961
fd41c38b2,utterance_13.mp4,0.6844416,0.55645774
fd41c38b2,utterance_14.mp4,0.46689789,0.54282192
fd41c38b2,utterance_15.mp4,0.76201494,0.61022549
fd41c38b2,utterance_16.mp4,0.40244627,0.62611653
fd41c38b2,utterance_17.mp4,0.3942142,0.49200131
fd41c38b2,utterance_18.mp4,0.46308645,0.37166199
fd41c38b2,utterance_19.mp4,0.65218733,0.5396369
fd41c38b2,utterance_20.mp4,0.3284434,0.53916668
fd41c38b2,utterance_21.mp4,0.39757177,0.36123206
fd41c38b2,utterance_22.mp4,0.48447894,0.33004717
fd41c38b2,utterance_23.mp4,0.47414719,0.49331699
fd41c38b2,utterance_24.mp4,0.34945683,0.37882604
fd41c38b2,utterance_25.mp4,0.39521078,0.47608699
fd41c38b2,utterance_26.mp4,0.2615803,0.292327
fd41c38b2,utterance_27.mp4,0.44012934,0.43004712
fd41c38b2,utterance_28.mp4,0.3730908,0.32888172
fd41c38b2,utterance_29.mp4,0.2112375,0.31330493
fd41c38b2,utterance_30.mp4,0.4877854,0.47984673
fd41c38b2,utterance_31.mp4,0.50030294,0.30008044
fd41c38b2,utterance_32.mp4,0.56716446,0.54137163
fd41c38b2,utterance_33.mp4,0.43918776,0.47253466
fd41c38b2,utterance_34.mp4,0.4590124,0.45680596
fd41c38b2,utterance_35.mp4,0.47362911,0.46038769
fd41c38b2,utterance_36.mp4,0.23693453,0.26115908
fd41c38b2,utterance_37.mp4,0.22307185,0.34557739
fd41c38b2,utterance_38.mp4,0.34765546,0.47443858
fd41c38b2,utterance_39.mp4,0.3170776,0.47743809
fd41c38b2,utterance_40.mp4,0.55645772,0.46223704
fd41c38b2,utterance_41.mp4,0.5200351,0.45966775
fd41c38b2,utterance_42.mp4,0.51535141,0.53438577
fd41c38b2,utterance_43.mp4,0.46116279,0.44545679
fd41c38b2,utterance_44.mp4,0.53066152,0.54980053
fd41c38b2,utterance_45.mp4,0.63091252,0.62175048
fd41c38b2,utterance_46.mp4,0.36135188,0.58272864
fd41c38b2,utterance_47.mp4,0.64506654,0.43696173
fd41c38b2,utterance_48.mp4,0.77562791,0.63755746
fd41c38b2,utterance_49.mp4,0.64452799,0.55548003
fd41c38b2,utterance_50.mp4,0.64247843,0.56169401
fd41c38b2,utterance_51.mp4,0.73375471,0.441636
fd41c38b2,utterance_52.mp4,0.46881052,0.51959244
fd41c38b2,utterance_53.mp4,0.41997158,0.50764275
fd41c38b2,utterance_54.mp4,0.67845536,0.54652734
fd41c38b2,utterance_55.mp4,0.74574165,0.58161275
fd41c38b2,utterance_56.mp4,0.54028981,0.52717628
fd41c38b2,utterance_57.mp4,0.6495389,0.53707054
2b7a44d40_1,utterance_1.mp4,0.35416992,0.69845687
2b7a44d40_1,utterance_2.mp4,0.57701184,0.80108786
2b7a44d40_1,utterance_3.mp4,0.35867216,0.64362701
2b7a44d40_1,utterance_4.mp4,0.21742082,0.62363679
2b7a44d40_1,utterance_5.mp4,0.33703668,0.61123515
175acc2a4_1,utterance_1.mp4,0.82244021,0.77389919
175acc2a4_1,utterance_2.mp4,0.89837288,0.6275985
175acc2a4_1,utterance_3.mp4,0.86375166,0.64035354
175acc2a4_1,utterance_4.mp4,0.7712832,0.62644545
175acc2a4_1,utterance_5.mp4,0.86798007,0.56802947
610fd0cfb_1,utterance_1.mp4,0.48067115,0.526357
610fd0cfb_1,utterance_2.mp4,0.46141138,0.48330616
610fd0cfb_1,utterance_3.mp4,0.49254224,0.41177905
610fd0cfb_1,utterance_4.mp4,0.58783224,0.5506907
610fd0cfb_1,utterance_5.mp4,0.36230479,0.36953025
610fd0cfb_1,utterance_6.mp4,0.60044278,0.58339077
610fd0cfb_1,utterance_7.mp4,0.44218343,0.41820968
610fd0cfb_1,utterance_8.mp4,0.53805728,0.57180652
975d467b7_1,utterance_1.mp4,0.58221523,0.63236402
975d467b7_1,utterance_2.mp4,0.30777594,0.7033004
975d467b7_1,utterance_4.mp4,0.62337649,0.73190733
975d467b7_1,utterance_5.mp4,0.23113986,0.52122801
c2e8f2b89_1,utterance_1.mp4,0.26598089,0.41190309
c2e8f2b89_1,utterance_2.mp4,0.47787238,0.27603307
c2e8f2b89_1,utterance_3.mp4,0.50454459,0.37692857
d7c8650e0_1,utterance_2.mp4,0.87290197,0.5996773
d7c8650e0_1,utterance_5.mp4,0.72228223,0.60375576
d7c8650e0_1,utterance_6.mp4,0.85445141,0.56726258
d7c8650e0_1,utterance_7.mp4,0.50984097,0.5946519
d7c8650e0_1,utterance_8.mp4,0.69663882,0.67981518
d7c8650e0_1,utterance_9.mp4,0.81109967,0.46369652
d7c8650e0_1,utterance_10.mp4,0.7823221,0.67711794
d39d991a8_1,utterance_2.mp4,0.3416237,0.43413213
d39d991a8_1,utterance_3.mp4,0.54209362,0.47060349
d39d991a8_1,utterance_4.mp4,0.51548306,0.52477843
d39d991a8_1,utterance_5.mp4,0.37552605,0.42933196
d73b7560a_1,utterance_1.mp4,0.45727376,0.32689025
d73b7560a_1,utterance_2.mp4,0.28604406,0.14390428
d73b7560a_1,utterance_3.mp4,0.18093965,0.18757128
d73b7560a_1,utterance_4.mp4,0.1554253,0.26707604
dc937fe58_1,utterance_1.mp4,0.38457297,0.58643075
dc937fe58_1,utterance_2.mp4,0.41086582,0.70491199
dc937fe58_1,utterance_4.mp4,0.61525619,0.81669966
dc937fe58_1,utterance_5.mp4,0.28844497,0.72840841
2b47d407c_1,utterance_1.mp4,0.3375288,0.64426135
2b47d407c_1,utterance_2.mp4,0.44149968,0.58779028
2b47d407c_1,utterance_3.mp4,0.30560227,0.48127312
2b47d407c_1,utterance_4.mp4,0.4281178,0.61989818
2b47d407c_1,utterance_5.mp4,0.43785028,0.37648503
2b47d407c_1,utterance_6.mp4,0.45290949,0.58603759
2b47d407c_1,utterance_7.mp4,0.43318881,0.49689433
2b47d407c_1,utterance_8.mp4,0.39594957,0.49005465
2b47d407c_1,utterance_9.mp4,0.44890147,0.61317229
2b47d407c_1,utterance_10.mp4,0.34991584,0.40988
2b47d407c_1,utterance_11.mp4,0.36954681,0.5727526
2b47d407c_1,utterance_12.mp4,0.28127356,0.31369188
2b47d407c_1,utterance_13.mp4,0.36947707,0.38061469
2b47d407c_1,utterance_14.mp4,0.36770512,0.49804433
2b47d407c_1,utterance_15.mp4,0.4706537,0.66164197
2b47d407c_1,utterance_16.mp4,0.29766389,0.49525942
2b47d407c_1,utterance_17.mp4,0.21521129,0.37835417
2b47d407c_1,utterance_18.mp4,0.27838499,0.33386951
2b47d407c_1,utterance_19.mp4,0.43570256,0.48143874
2b47d407c_1,utterance_20.mp4,0.39034644,0.46029106
2b47d407c_1,utterance_21.mp4,0.32689975,0.6390613
2b47d407c_1,utterance_22.mp4,0.40344029,0.50127945
2b47d407c_1,utterance_23.mp4,0.43240073,0.54476989
3f2e427de_1,utterance_1.mp4,0.35863808,0.69607956
3f2e427de_1,utterance_2.mp4,0.4609831,0.50335357
3f2e427de_1,utterance_3.mp4,0.40855265,0.72125624
3f2e427de_1,utterance_4.mp4,0.43661587,0.7170981
3f2e427de_1,utterance_5.mp4,0.55023146,0.81516284
4b16a4aa0_1,utterance_1.mp4,0.59309825,0.458119
4b16a4aa0_1,utterance_2.mp4,0.49944877,0.25385976
4b16a4aa0_1,utterance_3.mp4,0.66302009,0.30769192
4b16a4aa0_1,utterance_4.mp4,0.57622714,0.30406532
4b16a4aa0_1,utterance_5.mp4,0.61993364,0.50036911
4b16a4aa0_1,utterance_6.mp4,0.28865034,0.49487803
5ae4d78f1_1,utterance_1.mp4,0.85759201,0.74063648
5ae4d78f1_1,utterance_2.mp4,0.46302224,0.41759802
5ae4d78f1_1,utterance_3.mp4,0.53482578,0.46438247
5ae4d78f1_1,utterance_4.mp4,0.53072913,0.61299954
5ae4d78f1_1,utterance_5.mp4,0.52785964,0.61894729
5ae4d78f1_1,utterance_6.mp4,0.62822148,0.55784365
5ae4d78f1_1,utterance_7.mp4,0.53539902,0.53010936
6a3db07f1_1,utterance_1.mp4,0.15962935,0.50069667
6a3db07f1_1,utterance_2.mp4,0.46861409,0.65761226
6a3db07f1_1,utterance_3.mp4,0.28502006,0.5016303
6a3db07f1_1,utterance_4.mp4,0.33903518,0.52734407
6a3db07f1_1,utterance_5.mp4,0.31117064,0.65347416
6a3db07f1_1,utterance_6.mp4,0.37102745,0.49079642
6a3db07f1_1,utterance_7.mp4,0.54070173,0.64436389
6a3db07f1_1,utterance_8.mp4,0.36367801,0.65212879
6b45db6a1_1,utterance_1.mp4,0.29657758,0.38774095
6b45db6a1_1,utterance_2.mp4,0.39917824,0.4032452
6b45db6a1_1,utterance_3.mp4,0.39242736,0.4279852
6b45db6a1_1,utterance_4.mp4,0.31569586,0.3843835
6b45db6a1_1,utterance_6.mp4,0.42168594,0.47468665
6b45db6a1_1,utterance_7.mp4,0.60297639,0.47942129
6b45db6a1_1,utterance_8.mp4,0.59411319,0.52903362
6b45db6a1_1,utterance_9.mp4,0.5117677,0.59633283
6b45db6a1_1,utterance_10.mp4,0.64425168,0.38542098
6b45db6a1_1,utterance_11.mp4,0.5255544,0.49882152
6b45db6a1_1,utterance_12.mp4,0.49096209,0.56557485
6b45db6a1_1,utterance_13.mp4,0.54026838,0.46962389
6b45db6a1_1,utterance_14.mp4,0.44937077,0.45533795
7e9cc4f37_1,utterance_1.mp4,0.55764489,0.42014599
7e9cc4f37_1,utterance_2.mp4,0.74170873,0.62683997
7e9cc4f37_1,utterance_3.mp4,0.62621835,0.47138786
7e9cc4f37_1,utterance_4.mp4,0.70937994,0.50681282
7e9cc4f37_1,utterance_5.mp4,0.6732904,0.49782439
7e9cc4f37_1,utterance_6.mp4,0.40945578,0.35959274
7e9cc4f37_1,utterance_7.mp4,0.7540722,0.62081701
7e9cc4f37_1,utterance_8.mp4,0.46921565,0.49596982
8bae01f71_1,utterance_1.mp4,0.69591578,0.8488013
8bae01f71_1,utterance_2.mp4,0.52056277,0.85048193
8bae01f71_1,utterance_3.mp4,0.34334833,0.76884547
8bae01f71_1,utterance_4.mp4,0.57483154,0.83287023
8bae01f71_1,utterance_5.mp4,0.55369815,0.79977924
8bae01f71_1,utterance_7.mp4,0.30249278,0.4922544
8bae01f71_1,utterance_8.mp4,0.06788344,0.32272187
8bae01f71_1,utterance_9.mp4,0.03633707,0.33272561
8bae01f71_1,utterance_10.mp4,0.26573884,0.55245181
8bae01f71_1,utterance_11.mp4,0.29401549,0.47306136
8bae01f71_1,utterance_12.mp4,0.35109277,0.47163079
8bae01f71_1,utterance_13.mp4,0.24250207,0.49490475
8bae01f71_1,utterance_14.mp4,0.34777341,0.59043965
8bae01f71_1,utterance_15.mp4,0.18718203,0.34713506
8bae01f71_1,utterance_16.mp4,0.26685383,0.42223816
8bae01f71_1,utterance_17.mp4,0.39072596,0.54725919
8bae01f71_1,utterance_18.mp4,0.32303388,0.46062889
8bae01f71_1,utterance_19.mp4,0.26256455,0.50244208
8bae01f71_1,utterance_20.mp4,0.086582,0.30331748
9b882983a_1,utterance_2.mp4,0.38869719,0.61375366
9b882983a_1,utterance_4.mp4,0.27432647,0.48229668
9b882983a_1,utterance_5.mp4,0.38801716,0.6116778
9b882983a_1,utterance_6.mp4,0.52594264,0.5951645
9b882983a_1,utterance_7.mp4,0.34428497,0.60941173
9b882983a_1,utterance_8.mp4,0.3068037,0.51512761
9ce9a4d38_1,utterance_1.mp4,0.3973499,0.69538186
9ce9a4d38_1,utterance_2.mp4,0.38989176,0.65107667
9ce9a4d38_1,utterance_3.mp4,0.38538558,0.74928326
9ce9a4d38_1,utterance_4.mp4,0.26449151,0.63131198
9ce9a4d38_1,utterance_5.mp4,0.45189329,0.55966362
9ce9a4d38_1,utterance_6.mp4,0.3577528,0.51801564
9ce9a4d38_1,utterance_7.mp4,0.37162982,0.47318932
9ce9a4d38_1,utterance_8.mp4,0.59305789,0.61847915
9ce9a4d38_1,utterance_9.mp4,0.62769195,0.76834113
9ce9a4d38_1,utterance_10.mp4,0.50718175,0.75966424
9ce9a4d38_1,utterance_11.mp4,0.17622521,0.55496127
9ce9a4d38_1,utterance_12.mp4,0.38419495,0.43921258
9ce9a4d38_1,utterance_13.mp4,0.37968808,0.5315443
9ce9a4d38_1,utterance_14.mp4,0.50229377,0.49029872
9ce9a4d38_1,utterance_15.mp4,0.34259187,0.60611055
9ce9a4d38_1,utterance_16.mp4,0.51719449,0.42714488
9ce9a4d38_1,utterance_17.mp4,0.47646119,0.52686551
9ce9a4d38_1,utterance_19.mp4,0.55996013,0.50404904
9ce9a4d38_1,utterance_20.mp4,0.23752512,0.45194106
9ce9a4d38_1,utterance_21.mp4,0.31808337,0.48929544
23cdb64b3_1,utterance_1.mp4,0.28076607,0.52065004
23cdb64b3_1,utterance_2.mp4,0.24063716,0.6853317
23cdb64b3_1,utterance_3.mp4,0.18220497,0.77041344
23cdb64b3_1,utterance_4.mp4,0.23991045,0.76727256
23cdb64b3_1,utterance_5.mp4,0.35804484,0.65075466
23cdb64b3_1,utterance_6.mp4,0.44694616,0.65328871
23cdb64b3_1,utterance_7.mp4,0.40784058,0.73149102
43f9ef86e_1,utterance_1.mp4,0.64144588,0.68007745
43f9ef86e_1,utterance_2.mp4,0.57877611,0.74010132
43f9ef86e_1,utterance_3.mp4,0.3920573,0.74558245
43f9ef86e_1,utterance_4.mp4,0.6391183,0.7218174
43f9ef86e_1,utterance_5.mp4,0.45456742,0.81667862
43f9ef86e_1,utterance_6.mp4,0.53166477,0.71834108
43f9ef86e_1,utterance_7.mp4,0.44425304,0.74695145
43f9ef86e_1,utterance_8.mp4,0.4961462,0.77109123
88c192af8_1,utterance_1.mp4,0.66701288,0.78037647
88c192af8_1,utterance_2.mp4,0.65113437,0.89658415
88c192af8_1,utterance_3.mp4,0.65689304,0.84364337
88c192af8_1,utterance_4.mp4,0.45386382,0.33300601
88c192af8_1,utterance_5.mp4,0.37182467,0.39890962
88c192af8_1,utterance_6.mp4,0.57907873,0.56594436
88c192af8_1,utterance_7.mp4,0.61140841,0.57130871
88c192af8_1,utterance_8.mp4,0.53506704,0.40419102
88c192af8_1,utterance_9.mp4,0.54437751,0.55103322
88c192af8_1,utterance_10.mp4,0.65330942,0.53564979
88c192af8_1,utterance_11.mp4,0.37959214,0.4012523
88c192af8_1,utterance_12.mp4,0.52091303,0.53352144
88c192af8_1,utterance_13.mp4,0.45711755,0.35318505
88c192af8_1,utterance_14.mp4,0.30726165,0.44101002
88c192af8_1,utterance_15.mp4,0.33433166,0.24472359
88c192af8_1,utterance_18.mp4,0.36779756,0.21967026
88c192af8_1,utterance_19.mp4,0.54157451,0.38063259
88c192af8_1,utterance_20.mp4,0.20248194,0.33613746
0853ce554_1,utterance_1.mp4,0.56894207,0.74731225
0853ce554_1,utterance_2.mp4,0.65719644,0.82218632
0853ce554_1,utterance_3.mp4,0.54265296,0.65468626
0853ce554_1,utterance_4.mp4,0.25830783,0.32641639
0853ce554_1,utterance_5.mp4,0.26303831,0.43798397
0853ce554_1,utterance_6.mp4,0.34762881,0.65141107
0853ce554_1,utterance_7.mp4,0.52267339,0.64506484
0853ce554_1,utterance_8.mp4,0.16027138,0.55990052
0853ce554_1,utterance_9.mp4,0.09496862,0.4363644
0853ce554_1,utterance_10.mp4,0.2557144,0.30536564
0853ce554_1,utterance_11.mp4,0.34092022,0.51970281
0853ce554_1,utterance_12.mp4,0.09276121,0.35260361
0853ce554_1,utterance_13.mp4,0.06371337,0.24221956
0853ce554_1,utterance_14.mp4,-0.04714219,0.41251718
0853ce554_1,utterance_15.mp4,0.13930024,0.4023695
0853ce554_1,utterance_16.mp4,0.09662069,0.25604131
0853ce554_1,utterance_17.mp4,0.39598578,0.42758894
0853ce554_1,utterance_18.mp4,0.63559078,0.55764903
0853ce554_1,utterance_20.mp4,0.11302543,0.28055915
0853ce554_1,utterance_21.mp4,0.10371722,0.24782059
0853ce554_1,utterance_22.mp4,0.50731378,0.3013888
888f448f5_1,utterance_1.mp4,0.35871935,0.45138792
888f448f5_1,utterance_2.mp4,0.73937056,0.71501695
888f448f5_1,utterance_3.mp4,0.49894322,0.59830035
888f448f5_1,utterance_4.mp4,0.30650783,0.53061338
888f448f5_1,utterance_5.mp4,0.46850304,0.39197939
888f448f5_1,utterance_6.mp4,0.33274188,0.41314196
888f448f5_1,utterance_7.mp4,0.75889764,0.45190524
888f448f5_1,utterance_8.mp4,0.63450447,0.57911018
888f448f5_1,utterance_9.mp4,0.73695341,0.66990173
888f448f5_1,utterance_10.mp4,0.59219127,0.33227118
888f448f5_1,utterance_11.mp4,0.44342166,0.37244246
8705af2e3_1,utterance_1.mp4,0.29376038,0.38524197
8705af2e3_1,utterance_2.mp4,0.62331037,0.51727782
8705af2e3_1,utterance_3.mp4,0.53460723,0.39229511
8705af2e3_1,utterance_4.mp4,0.60467633,0.66577933
8705af2e3_1,utterance_5.mp4,0.52944042,0.43897974
8705af2e3_1,utterance_6.mp4,0.66802312,0.55431633
8705af2e3_1,utterance_7.mp4,0.42858234,0.42728599
8705af2e3_1,utterance_8.mp4,0.46175607,0.51990636
8705af2e3_1,utterance_9.mp4,0.39561169,0.47348766
8705af2e3_1,utterance_10.mp4,0.52529828,0.54767499
8705af2e3_1,utterance_11.mp4,0.43714337,0.41362987
99101d5dc_1,utterance_3.mp4,0.49429429,0.56606003
99101d5dc_1,utterance_5.mp4,0.55385274,0.68207307
99101d5dc_1,utterance_6.mp4,0.16204404,0.47667747
99101d5dc_1,utterance_7.mp4,0.48126545,0.52229289
99101d5dc_1,utterance_8.mp4,0.27654871,0.64522085
99101d5dc_1,utterance_9.mp4,0.2742462,0.44944215
99101d5dc_1,utterance_11.mp4,0.20713412,0.64447655
99101d5dc_1,utterance_12.mp4,0.39369033,0.64781517
99101d5dc_1,utterance_13.mp4,0.53527189,0.47817452
99101d5dc_1,utterance_14.mp4,0.42724542,0.34675389
99101d5dc_1,utterance_15.mp4,0.43999012,0.64260512
99101d5dc_1,utterance_16.mp4,0.36487177,0.37992756
99101d5dc_1,utterance_18.mp4,0.54261354,0.53314123
99101d5dc_1,utterance_19.mp4,0.19043142,0.51723957
99101d5dc_1,utterance_20.mp4,0.22155521,0.52017162
99101d5dc_1,utterance_21.mp4,0.57461973,0.46908703
99101d5dc_1,utterance_23.mp4,0.60935113,0.64436821
99101d5dc_1,utterance_25.mp4,0.41392543,0.48506942
99101d5dc_1,utterance_26.mp4,0.59329846,0.49928788
99101d5dc_1,utterance_27.mp4,0.31810159,0.60824699
99101d5dc_1,utterance_29.mp4,0.48555917,0.66873709
99101d5dc_1,utterance_30.mp4,0.63868066,0.62897075
99101d5dc_1,utterance_31.mp4,0.61094913,0.72504195
99101d5dc_1,utterance_33.mp4,0.37206373,0.67293761
99101d5dc_1,utterance_34.mp4,0.47869554,0.56285256
99101d5dc_1,utterance_35.mp4,0.40182424,0.55599865
99101d5dc_1,utterance_36.mp4,0.34507915,0.66637569
99101d5dc_1,utterance_38.mp4,0.17082469,0.41433313
99101d5dc_1,utterance_39.mp4,0.38600146,0.54329606
99101d5dc_1,utterance_40.mp4,0.03320571,0.41311835
99101d5dc_1,utterance_42.mp4,0.32171713,0.72817987
99101d5dc_1,utterance_43.mp4,0.35335915,0.68309391
a77361542_1,utterance_1.mp4,0.67749507,0.83770144
a77361542_1,utterance_2.mp4,0.69877878,0.87789371
a77361542_1,utterance_3.mp4,0.45912492,0.80705848
a77361542_1,utterance_4.mp4,0.6340035,0.86189917
a77361542_1,utterance_5.mp4,0.56772225,0.88489056
a77361542_1,utterance_6.mp4,0.6910058,0.88569836
a77361542_1,utterance_7.mp4,0.59399214,0.89868697
a77361542_1,utterance_8.mp4,0.72151284,0.97568167
a77361542_1,utterance_9.mp4,0.71334636,0.90638569
a77361542_1,utterance_10.mp4,0.55964155,0.83846861
cf197f451_1,utterance_1.mp4,0.30658819,0.39673913
cf197f451_1,utterance_2.mp4,0.36257855,0.29817158
cf197f451_1,utterance_3.mp4,0.31715809,0.30887478
cf197f451_1,utterance_4.mp4,0.22116622,0.46799241
cf197f451_1,utterance_5.mp4,0.48721823,0.48808996
cf197f451_1,utterance_6.mp4,0.2669051,0.51949751
cf197f451_1,utterance_7.mp4,0.40418865,0.45203697
cf197f451_1,utterance_8.mp4,0.44394166,0.47499101
cf197f451_1,utterance_9.mp4,0.39196457,0.49038259
